Age,AnnualIncome,CreditScore,EmploymentStatus,EducationLevel,Experience,LoanAmount,LoanDuration,MaritalStatus,NumberOfDependents,HomeOwnershipStatus,MonthlyDebtPayments,CreditCardUtilizationRate,NumberOfOpenCreditLines,NumberOfCreditInquiries,DebtToIncomeRatio,BankruptcyHistory,LoanPurpose,PreviousLoanDefaults,PaymentHistory,LengthOfCreditHistory,SavingsAccountBalance,CheckingAccountBalance,TotalAssets,TotalLiabilities,MonthlyIncome,UtilityBillsPaymentHistory,JobTenure,NetWorth,BaseInterestRate,InterestRate,MonthlyLoanPayment,TotalDebtToIncomeRatio,LoanApproved,RiskScore
39,55454,565,SelfEmployed,Bachelor,16,35551,36,Married,3,Mortgage,1206,0.240673896,5,0,0.52638809,0,Auto,0,22,13,4159,1098,33268,27329,4621.166667,0.973360913,4,5939,0.238051,0.254148219,1421.31293,0.568538882,0,61
40,40722,558,Employed,HighSchool,18,31637,120,Married,2,Own,269,0.172711393,5,2,0.143886778,0,Auto,0,22,9,9140,398,141270,20184,3393.5,0.801991762,4,121086,0.307637,0.302798547,840.5550283,0.326964794,0,47
69,76571,680,Employed,Master,49,34173,48,Married,1,Rent,407,0.158676837,7,2,0.2166189,0,Home,0,20,3,2220,3117,78008,5915,6380.916667,0.959075228,7,72093,0.189173,0.191127596,1023.811209,0.224232862,0,46
37,22901,525,Employed,Master,14,18493,48,Married,2,Rent,288,0.085922233,1,1,0.264111956,0,Auto,0,25,6,3120,3491,99630,10098,1908.416667,0.924738897,3,89532,0.250993,0.253403309,616.6902883,0.474052813,0,53
43,49421,609,Employed,Bachelor,21,17161,72,Married,3,Other,438,0.362115605,3,4,0.258787054,0,DebtConsolidation,0,21,8,10050,1546,17627,40586,4118.416667,0.853843559,8,9540,0.227661,0.258068076,470.8010354,0.220667579,0,51
39,43507,611,Employed,Associate,16,31845,48,Divorced,3,Rent,544,0.374989953,4,2,0.084789922,1,Home,0,32,15,1192,5407,30751,34764,3625.583333,0.728615291,7,6480,0.221345,0.265614,1083.810066,0.448978803,0,60
25,41402,572,Employed,Doctorate,4,25900,36,Married,4,Mortgage,419,0.111313557,2,2,0.092334724,0,Home,0,29,21,9920,6772,36312,37402,3450.166667,0.729440679,6,4623,0.2249,0.237735022,1013.053306,0.415067863,0,50
53,37405,626,Employed,HighSchool,30,15770,48,Married,0,Mortgage,442,0.227953806,3,0,0.299644558,0,DebtConsolidation,1,22,19,14266,762,15028,29045,3117.083333,0.85386526,3,4530,0.19777,0.206105431,485.031636,0.297403546,0,56
49,48399,564,Employed,Bachelor,29,19629,48,Single,0,Rent,346,0.284553044,6,1,0.21451177,0,Home,0,18,19,993,1120,91813,16583,4033.25,0.881655038,1,75230,0.232629,0.264095006,666.3672619,0.251005334,0,51
49,44775,574,Employed,HighSchool,28,20270,48,Divorced,4,Mortgage,228,0.153746573,3,0,0.1961324,0,Education,0,28,7,3070,1348,31257,64801,3731.25,0.84456749,5,8511,0.22827,0.219604327,638.1928593,0.23214549,0,51
29,125711,580,Employed,Associate,7,12133,48,Widowed,0,Own,543,0.456350646,3,1,0.214796498,0,Home,0,20,20,16833,1592,18425,10411,10475.91667,0.706697595,5,8014,0.217133,0.21812612,381.0299962,0.088205169,1,40.8
56,15131,634,Employed,Master,30,25599,48,Married,2,Rent,351,0.242600368,1,1,0.381070565,0,Home,1,25,5,2458,2915,73848,15145,1260.916667,0.778020136,7,58703,0.203599,0.228322593,818.1347931,0.927210199,0,59
23,73576,603,Employed,Bachelor,0,12055,36,Married,2,Other,491,0.010550359,8,0,0.249302105,0,Education,0,26,1,1924,600,50167,59651,6131.333333,0.766523061,5,4647,0.195555,0.175438646,433.0636692,0.1507117,1,41.6
47,50345,602,Employed,Bachelor,22,18805,48,Married,1,Mortgage,441,0.468299317,2,1,0.087930541,0,Home,0,24,1,13605,785,50714,3537,4195.416667,0.57948893,3,47177,0.212805,0.232486555,605.2927056,0.249389462,0,52
66,56816,669,Employed,Associate,41,20719,12,Single,2,Mortgage,288,0.32019893,4,1,0.076462014,0,Auto,0,28,27,8124,705,636666,14955,4734.666667,0.706252733,6,621711,0.151219,0.139414951,1859.728992,0.453617782,1,28.8
28,34588,621,Employed,Master,0,18962,48,Single,0,Mortgage,444,0.215344838,4,0,0.281664771,0,DebtConsolidation,0,36,1,8955,256,89846,11153,2882.333333,0.664763481,3,78693,0.203462,0.240947552,619.1897311,0.368864253,0,52
33,55383,565,Employed,Associate,10,9093,48,Married,3,Own,419,0.308094245,4,0,0.093625715,0,Auto,0,18,21,6607,1948,13714,6183,4615.25,0.637691465,2,7531,0.221593,0.23296114,292.9212285,0.154254099,1,40
41,65180,551,Employed,HighSchool,16,15086,72,Married,2,Mortgage,323,0.262959229,1,0,0.189328507,0,DebtConsolidation,0,24,26,562,1662,64928,61849,5431.666667,0.576122394,7,3079,0.254586,0.232624658,390.4395277,0.131348179,1,40
33,15000,523,Employed,Bachelor,8,13879,60,Married,2,Rent,248,0.258464995,2,2,0.366896047,0,Auto,0,29,13,12973,290,27247,5651,1250,0.778598386,2,21596,0.257379,0.269063475,423.0232759,0.536818621,0,56
21,149736,560,Employed,Associate,0,27917,48,Married,0,Own,604,0.307627102,1,0,0.364732771,0,Auto,0,27,9,3003,2256,290530,10999,12478,0.827830968,6,279531,0.242917,0.208264443,861.8653947,0.117475989,1,37.6
40,42717,585,Employed,HighSchool,14,41561,24,Divorced,3,Other,326,0.380083572,2,1,0.252630804,0,Home,0,21,24,489,759,48731,10782,3559.75,0.658450452,3,37949,0.224061,0.214000198,2143.813798,0.693816644,0,53
27,66417,590,Employed,Master,5,9493,48,Married,3,Mortgage,408,0.644568843,3,1,0.190629616,0,Home,0,27,17,2012,1060,112110,24837,5534.75,0.758860953,9,87273,0.209493,0.191983112,284.8361861,0.12517931,1,40
45,22121,602,Employed,Bachelor,23,18805,60,Divorced,3,Other,250,0.221027442,0,2,0.064124248,0,Home,0,32,12,667,2669,63386,7364,1843.416667,0.98674491,2,56022,0.222805,0.237957438,538.7544132,0.42787636,0,47
28,37558,620,Employed,Master,5,18686,60,Married,0,Rent,278,0.122147059,1,1,0.219745034,0,Education,0,24,24,4575,1163,9316,17652,3129.833333,0.853223748,10,2660,0.213686,0.227713505,524.3153018,0.256344417,0,49
58,134691,621,Employed,Bachelor,36,16421,24,Married,0,Rent,607,0.191641419,1,0,0.169401203,0,Home,1,28,27,1619,306,48831,27992,11224.25,0.884270894,4,20839,0.180921,0.198068674,834.2114896,0.128401585,1,40
30,33101,539,Employed,HighSchool,7,29824,60,Married,0,Rent,358,0.18478734,3,0,0.163751052,0,Education,0,17,19,2548,1004,220116,8784,2758.416667,0.911383197,0,211332,0.265324,0.238971475,856.1962597,0.440178699,0,46
36,44364,439,Employed,HighSchool,10,5538,36,Divorced,1,Mortgage,313,0.331444599,3,1,0.30184152,0,Other,0,26,12,2471,764,203672,8223,3697,0.868086433,7,195449,0.271038,0.256212502,222.0136238,0.144715614,1,40.8
49,38596,499,Employed,Master,27,13078,36,Married,2,Other,292,0.14825455,1,2,0.387717694,0,DebtConsolidation,1,24,23,1121,1118,40099,121827,3216.333333,0.803058411,6,4304,0.248578,0.255899355,524.0681506,0.253726236,0,60
25,139954,439,Unemployed,HighSchool,3,40858,48,Single,0,Rent,293,0.172889807,1,0,0.448911039,0,Auto,0,28,22,427,1429,51633,5937,11662.83333,0.588756942,2,45696,0.316358,0.312445458,1500.854523,0.153809497,0,56
42,53444,521,Unemployed,Bachelor,19,16462,60,Married,0,Other,730,0.368490339,4,1,0.237526015,0,Auto,0,24,12,4608,638,44150,32195,4453.666667,0.580948446,7,11955,0.260962,0.288080282,520.6123709,0.280805113,0,55
55,113523,643,Employed,HighSchool,33,10990,60,Married,0,Own,427,0.306019261,4,2,0.221712026,0,Auto,0,25,18,4279,2107,130005,17536,9460.25,0.865374165,4,112469,0.19449,0.203889021,293.551019,0.076166171,1,35.2
20,31270,581,Employed,Bachelor,1,6624,12,Married,1,Mortgage,151,0.464867466,5,2,0.092079081,0,Other,1,27,20,2857,478,78348,31210,2605.833333,0.780227962,6,47138,0.181124,0.173323616,605.1855616,0.290189534,0,58
42,46717,520,Employed,HighSchool,21,20915,60,Divorced,4,Other,616,0.392678059,4,2,0.441898169,0,Auto,0,25,20,1085,2885,8920,11975,3893.083333,0.988907846,1,3094,0.265915,0.245702449,608.6245936,0.314564187,0,57
43,56613,564,Employed,HighSchool,19,25148,36,Single,0,Mortgage,340,0.513658837,5,1,0.435346558,0,Home,0,20,3,4138,1730,226679,47469,4717.75,0.500503736,8,179210,0.228148,0.241327041,988.3808663,0.281570848,0,56
49,86882,612,Employed,Bachelor,24,51374,72,Married,1,Rent,380,0.11659762,1,2,0.225287113,0,Home,0,35,19,10374,565,45230,263937,7240.166667,0.54708558,8,4755,0.260374,0.277772588,1472.689201,0.255890408,0,47
25,69876,598,Employed,Associate,5,17992,96,Single,1,Rent,545,0.011470739,3,1,0.258154691,0,DebtConsolidation,0,31,15,915,506,19626,7056,5823,0.804221282,5,12570,0.253992,0.272305298,461.8554917,0.172910096,0,51
24,32582,513,SelfEmployed,Bachelor,4,26598,60,Divorced,0,Rent,231,0.462592067,5,1,0.146652255,0,DebtConsolidation,0,24,21,288,1263,32463,10978,2715.166667,0.851906681,4,21485,0.275098,0.272707952,816.4890482,0.385791805,0,55
46,101562,612,Employed,Bachelor,23,30836,84,Divorced,3,Mortgage,323,0.605553686,6,0,0.189514885,0,Education,1,26,14,7528,378,62262,36152,8463.5,0.773425392,5,26110,0.249836,0.236658705,754.401568,0.127299766,0,54
43,24611,548,Unemployed,Bachelor,25,21110,24,Married,0,Other,489,0.577459035,0,1,0.222317809,0,Education,0,30,18,10586,1352,190056,20979,2050.916667,0.756585723,5,169077,0.22211,0.247342383,1123.859894,0.786409278,0,54
43,22390,594,Employed,Associate,21,17603,120,Married,1,Own,389,0.15814493,3,5,0.399641944,0,Auto,0,19,23,612,293,24284,46780,1865.833333,0.918248131,3,8633,0.275603,0.292970668,454.9331165,0.45230895,0,55
44,47430,605,Employed,Bachelor,25,32684,60,Married,5,Mortgage,377,0.635142123,2,0,0.191575883,0,DebtConsolidation,0,31,17,673,505,57941,32526,3952.5,0.716241805,5,25415,0.235184,0.232355477,925.8059034,0.329615662,0,50
31,57105,500,Employed,Master,6,24760,36,Single,3,Rent,168,0.122225235,2,1,0.328967583,0,Home,0,15,20,2593,129,12750,12673,4758.75,0.71309215,6,1632,0.25976,0.268101331,1008.31193,0.247189268,0,53
42,28751,536,Employed,Bachelor,21,30150,60,Married,0,Own,343,0.411098167,1,3,0.338673753,0,DebtConsolidation,0,19,5,8298,2785,33961,20305,2395.916667,0.850026707,7,13656,0.26715,0.258890882,900.7265158,0.519102577,0,59
43,43567,547,Employed,Bachelor,17,17390,24,Married,2,Mortgage,308,0.143643784,3,0,0.265708642,0,DebtConsolidation,0,28,10,12906,4746,131041,11319,3630.583333,0.765327756,3,119722,0.21889,0.238016836,917.707995,0.337606352,0,48
31,20113,575,Employed,Master,6,27214,36,Married,1,Own,347,0.216274834,2,1,0.452728607,0,Other,0,20,2,4698,1891,99134,46478,1676.083333,0.805018167,1,52656,0.224714,0.226757609,1048.852878,0.832806371,0,60
62,52633,682,Unemployed,Master,41,13197,120,Married,5,Own,347,0.22060986,0,2,0.17797028,1,Auto,0,22,27,4853,730,51962,68554,4386.083333,0.732344837,9,6415,0.227197,0.224554753,276.8821426,0.142241288,0,59
45,93617,557,Employed,Associate,25,10868,84,Single,0,Own,826,0.185208357,7,4,0.467310221,0,Home,0,18,17,3489,357,79807,54410,7801.416667,0.802460309,8,25397,0.257368,0.246893799,272.9321558,0.140863154,1,43.2
25,34276,574,Employed,Doctorate,3,5163,96,Married,3,Rent,365,0.306851243,3,0,0.198152855,0,DebtConsolidation,0,27,26,3141,42,38198,5950,2856.333333,0.643277815,6,32248,0.253163,0.251665486,125.3743364,0.17167966,0,51
47,25819,587,SelfEmployed,HighSchool,25,12824,36,Married,0,Rent,103,0.625111014,2,2,0.201914092,0,DebtConsolidation,0,30,5,1622,1914,63582,13848,2151.583333,0.731165608,6,49734,0.204324,0.182182232,465.0233902,0.264002505,0,61
28,72220,546,Employed,Doctorate,5,11336,36,Married,1,Mortgage,533,0.074975753,2,2,0.094343712,0,DebtConsolidation,0,27,28,1517,1581,125642,21847,6018.333333,0.858657173,9,103795,0.223336,0.212421409,428.4952003,0.159761041,1,36
49,30032,594,Employed,HighSchool,28,5789,24,Single,0,Mortgage,148,0.310708395,3,4,0.604385664,0,DebtConsolidation,0,32,1,1632,524,87958,20361,2502.666667,0.916058479,7,67597,0.183789,0.19514352,293.2641924,0.176317605,0,61
53,259639,545,Employed,Associate,29,39203,12,Single,3,Rent,189,0.438656271,2,0,0.215905987,0,DebtConsolidation,0,26,18,21809,322,22131,31385,21636.58333,0.629447748,3,2180,0.231703,0.208267431,3647.080235,0.177296026,1,40.8
30,58238,628,SelfEmployed,Master,7,15647,48,Married,1,Mortgage,770,0.329525883,3,1,0.177226417,1,DebtConsolidation,0,31,5,8060,2519,52153,9039,4853.166667,0.652000275,4,43114,0.196647,0.196808625,473.487404,0.256221863,0,64
51,91953,618,Employed,HighSchool,29,21715,48,Married,5,Rent,264,0.284880797,2,1,0.505545749,0,DebtConsolidation,0,30,4,2879,4094,33213,16233,7662.75,0.856589661,10,16980,0.207715,0.191006847,650.4353504,0.119335141,1,45.6
44,22237,609,Employed,HighSchool,23,33644,60,Divorced,1,Rent,816,0.083470403,3,0,0.471472544,0,Home,0,28,21,1967,2124,64119,23197,1853.083333,0.747585216,3,40922,0.234144,0.226311264,941.3235675,0.948324091,0,54
49,74085,653,Employed,Bachelor,27,36208,12,Married,2,Other,375,0.261044715,3,0,0.56356516,0,DebtConsolidation,0,32,28,2043,15912,70652,75471,6173.75,0.840751317,6,7553,0.174708,0.171099938,3304.231999,0.595947682,0,52
62,33370,633,Employed,Bachelor,41,18943,24,Divorced,2,Rent,545,0.52164351,5,0,0.308701359,0,Home,0,24,9,966,1022,92153,124204,2780.833333,0.836358909,5,10973,0.177443,0.18541125,950.6725135,0.537850469,0,54
37,36562,553,Employed,HighSchool,14,38934,48,Married,0,Own,782,0.271256546,4,0,0.373454925,0,Home,1,26,11,636,1405,2612797,9589,3046.833333,0.492074326,4,2603208,0.257434,0.221785163,1230.434053,0.660500209,1,42.4
30,25658,583,Employed,Associate,7,6423,36,Married,3,Own,374,0.189453555,1,1,0.065644668,0,Other,0,20,6,2411,480,73838,16061,2138.166667,0.628161982,5,57777,0.199923,0.197495976,237.8829964,0.286171797,0,51
29,75095,590,Employed,Associate,6,11657,120,Married,1,Rent,182,0.445935977,3,0,0.582569969,0,Auto,1,15,9,1570,510,61242,19771,6257.916667,0.895877957,7,41471,0.271657,0.3259884,329.8993647,0.081800285,0,66
30,50657,591,Employed,HighSchool,4,20536,48,Married,2,Mortgage,638,0.307686226,7,2,0.061151466,0,Auto,0,27,14,20114,475,124093,16677,4221.416667,0.696183348,11,107416,0.220036,0.195913608,620.4555409,0.298112136,0,46
39,48707,582,Employed,Bachelor,17,9741,36,Married,0,Other,558,0.052235724,1,0,0.251478066,0,Home,0,30,17,2817,337,118511,49436,4058.916667,0.815182331,13,69075,0.203741,0.2444892,384.4670168,0.23219669,0,50
44,99138,524,Employed,HighSchool,19,23007,48,Single,4,Rent,472,0.254021748,2,2,0.2485996,0,Auto,0,25,24,2596,152,10777,42553,8261.5,0.75710876,6,1156,0.256007,0.244342503,755.6043743,0.1485934,1,40.8
43,48280,581,Employed,Associate,20,40424,36,Married,4,Rent,340,0.245617093,0,1,0.236268129,0,Home,0,28,12,3207,4229,102225,18198,4023.333333,0.721181988,2,84027,0.234924,0.190317237,1482.431411,0.452965554,0,51
49,88064,568,Employed,Bachelor,27,24156,120,Married,0,Other,382,0.418856157,2,0,0.109589903,0,Other,0,28,17,7110,252,161014,25181,7338.666667,0.718313886,4,135833,0.295156,0.259907112,566.4924364,0.129245881,1,36.8
40,177855,625,Employed,Master,18,17289,60,Married,0,Mortgage,280,0.038195441,3,0,0.436205217,0,Education,0,24,26,3966,947,100795,5297,14821.25,0.437647007,5,95498,0.209789,0.231702553,489.0777212,0.051890206,1,38.4
57,55440,614,Employed,Bachelor,35,31937,12,Widowed,2,Own,497,0.14720382,3,2,0.32860438,0,Auto,0,25,14,958,1312,32453,11335,4620,0.919605926,4,21118,0.189937,0.185523327,2936.385522,0.743157039,0,50
36,44377,558,Employed,HighSchool,13,11938,36,Married,3,Rent,215,0.487141346,1,1,0.172368675,0,DebtConsolidation,0,23,19,2782,1457,59951,7527,3698.083333,0.844834198,2,52424,0.217938,0.210405515,450.0135497,0.179826545,1,40
72,115677,511,Employed,Bachelor,51,27962,24,Married,1,Own,364,0.106716336,6,0,0.482772273,0,DebtConsolidation,0,26,6,1314,3522,89023,36001,9639.75,0.621282686,5,53022,0.247462,0.281752414,1537.290226,0.197234392,0,54
47,163133,654,Employed,Master,27,13145,36,Single,5,Mortgage,210,0.124727742,2,1,0.107168337,0,Education,0,27,6,687,411,85222,23228,13594.41667,0.864147156,8,61994,0.171145,0.196072881,485.8890018,0.051189324,1,32.8
29,51989,517,Employed,Bachelor,5,26850,72,Married,3,Mortgage,351,0.169492133,5,0,0.486149061,0,Auto,0,22,3,1462,391,54547,10095,4332.416667,0.837484158,6,44452,0.28335,0.308280968,822.1477906,0.270783694,0,58
27,28941,612,Employed,Associate,3,15007,60,Single,0,Mortgage,112,0.126320773,1,1,0.528454795,0,Education,0,23,8,1934,2041,133058,88914,2411.75,0.720013119,6,44144,0.214007,0.188136857,387.7529909,0.207215918,0,57
45,117455,652,Unemployed,Doctorate,21,19372,48,Divorced,3,Own,697,0.244414931,2,0,0.680913806,0,Auto,1,26,6,3583,11199,288436,9076,9787.916667,0.740201102,3,279360,0.188372,0.185810621,574.9512772,0.129951176,1,44.8
37,68157,565,Employed,Bachelor,14,15091,36,Married,2,Mortgage,394,0.216311173,1,1,0.085408128,0,Education,0,28,27,4080,422,12695,66526,5679.75,0.748442362,3,3047,0.217591,0.231503654,585.3517618,0.172428674,1,40
48,117456,579,Employed,Master,24,17310,36,Married,5,Mortgage,451,0.241074351,2,0,0.11822654,0,Home,0,18,24,1689,949,31979,20558,9788,0.798218024,5,11421,0.21281,0.218896407,660.0888872,0.113515416,1,39.2
45,84230,579,Employed,Bachelor,21,61376,72,Married,0,Rent,565,0.314007158,3,0,0.093365907,0,Home,1,34,7,922,542,29842,14843,7019.166667,0.894826038,3,14999,0.286876,0.293986417,1822.717368,0.34017106,0,56
39,47910,515,Employed,HighSchool,15,25068,24,Married,3,Mortgage,447,0.119513307,4,0,0.021372031,0,Education,0,17,10,3131,2447,68899,11745,3992.5,0.830638545,2,57154,0.242568,0.239197996,1324.369438,0.443674249,0,48
29,37709,557,Employed,HighSchool,8,27440,60,Married,1,Own,435,0.476069673,5,1,0.462977458,0,DebtConsolidation,1,25,9,1785,543,9716,16781,3142.416667,0.739760274,5,4672,0.25394,0.304728,895.7625781,0.423483809,0,65
21,73625,540,Employed,Bachelor,1,12927,24,Single,0,Mortgage,182,0.11674168,1,1,0.192876458,1,Home,0,21,8,1176,1252,159098,20357,6135.416667,0.922687725,7,138741,0.217927,0.20860742,663.3784316,0.137786637,0,58
34,19757,592,Employed,Associate,12,17292,120,Married,4,Rent,385,0.380518875,1,2,0.181078529,0,Education,0,28,9,3053,1330,44477,106504,1646.416667,0.850136404,5,2757,0.276292,0.254743575,399.1784068,0.476294016,0,53
50,111020,498,Employed,Associate,28,23552,12,Married,4,Rent,496,0.236654388,1,2,0.452129129,0,Other,0,23,24,2429,1167,43095,13083,9251.666667,0.929136637,2,30012,0.239552,0.242604556,2230.0373,0.294653644,1,44
42,54202,553,Unemployed,HighSchool,20,12176,60,Single,0,Rent,292,0.176307453,8,1,0.0518712,1,Auto,0,22,9,4326,727,39483,98490,4516.833333,0.84938805,8,4212,0.240676,0.239007979,349.5780008,0.142041548,0,65
25,36184,620,Employed,Master,6,38807,48,Single,3,Other,210,0.730022275,5,1,0.227832641,0,DebtConsolidation,0,38,9,2111,611,68351,27576,3015.333333,0.787161892,5,40775,0.223807,0.195525082,1171.678453,0.458217484,0,53
42,56320,603,Employed,Master,16,21883,60,Married,0,Rent,653,0.118436105,3,1,0.069661939,0,Auto,0,31,12,2478,1449,326068,11532,4693.333333,0.884155989,4,314536,0.225383,0.200452406,580.3166457,0.262780535,1,32
44,111257,487,Employed,Associate,22,18609,60,Single,0,Mortgage,525,0.419873026,2,0,0.185945256,0,Education,0,25,17,1370,300,24626,30649,9271.416667,0.92786882,5,1850,0.280109,0.273964211,572.6492835,0.118390676,1,40
29,55172,606,Employed,Bachelor,6,40220,36,Married,0,Mortgage,317,0.513680234,4,6,0.576116699,0,Auto,0,31,9,14454,1521,82416,8200,4597.666667,0.855336708,4,74216,0.22222,0.223854822,1544.05236,0.404781924,0,55
41,29020,583,Employed,HighSchool,16,16570,60,Married,2,Mortgage,158,0.227759006,2,1,0.173766477,0,Home,0,23,4,713,862,22214,10612,2418.333333,0.938497055,5,11602,0.23007,0.231909137,468.935416,0.259242763,0,55
40,19990,564,Employed,Bachelor,22,11236,24,Divorced,2,Mortgage,511,0.428427773,2,1,0.26027699,0,DebtConsolidation,0,28,15,1477,5786,100659,7602,1665.833333,0.885167782,4,93057,0.204236,0.191758952,567.351904,0.64733481,0,53
26,196442,600,Employed,Associate,5,25519,24,Single,1,Mortgage,326,0.320407509,4,1,0.169365099,0,Auto,1,25,19,4763,4810,9573,128864,16370.16667,0.747174139,9,6837,0.200519,0.199145171,1297.744564,0.099189251,1,40.8
44,21725,630,Employed,Bachelor,22,38766,48,Single,0,Rent,206,0.190232539,6,1,0.427326576,0,Auto,0,10,13,2332,494,90534,37492,1810.416667,0.843844102,8,53042,0.218766,0.239370718,1262.494508,0.811136207,0,52
46,49098,472,Employed,Associate,24,31990,72,Married,3,Mortgage,352,0.292985256,2,1,0.126462887,0,DebtConsolidation,1,27,24,11754,2781,22172,20084,4091.5,0.847108296,1,2088,0.31099,0.33258932,1030.582079,0.337915698,0,57
52,33061,640,Employed,Associate,30,11580,36,Married,3,Own,384,0.188189018,5,2,0.305251334,0,Auto,0,19,25,9144,801,144771,65760,2755.083333,0.646115855,5,79011,0.17658,0.163350962,409.0368044,0.287844943,1,39.2
52,91077,550,Employed,HighSchool,27,37597,36,Single,4,Other,917,0.10933195,1,2,0.115573778,0,Home,0,22,4,3363,431,17299,34929,7589.75,0.895732847,6,5342,0.247597,0.291777355,1579.166587,0.328886536,0,51
23,17270,593,Employed,HighSchool,0,28352,36,Single,2,Own,858,0.365284076,5,2,0.244350311,0,Home,0,24,29,24249,1912,38825,12998,1439.166667,0.38160375,3,25827,0.216852,0.208157691,1065.483539,1.33652591,0,54
28,137635,622,Employed,Master,4,12414,48,Divorced,2,Own,285,0.468203644,6,1,0.366311719,0,Home,0,18,8,1133,4015,13939,5554,11469.58333,0.712773337,5,8385,0.196414,0.1571312,349.9949757,0.055363387,1,40.8
46,44523,613,Unemployed,HighSchool,23,12648,96,Married,3,Mortgage,90,0.153657113,2,0,0.422808686,0,Home,0,30,28,2266,1008,25164,36282,3710.25,0.780107139,4,6932,0.241148,0.255169233,310.0847436,0.107832287,0,56
46,40998,576,Employed,HighSchool,26,29172,48,Single,1,Mortgage,463,0.126345617,3,2,0.711083713,0,DebtConsolidation,0,23,18,2493,1858,16901,30888,3416.5,0.497817252,5,7970,0.236172,0.245967103,960.7096342,0.41671583,0,58
46,49839,558,Employed,Associate,28,34869,108,Single,3,Rent,565,0.288488656,1,1,0.260473076,1,Auto,0,26,20,15200,651,15851,29182,4153.25,0.908746817,5,5439,0.300869,0.342460806,1045.150848,0.387684548,0,65
80,48462,656,Employed,Associate,61,29111,72,Married,4,Rent,477,0.353579875,3,4,0.284267305,0,Auto,0,19,15,3972,2076,45290,66211,4038.5,0.886345198,7,5097,0.216111,0.189980567,680.4873932,0.286613196,0,47
46,37268,535,Employed,Bachelor,23,26549,48,Married,0,Rent,504,0.109871916,2,2,0.104144416,0,DebtConsolidation,1,19,12,652,2447,29282,10542,3105.666667,0.918333089,8,18740,0.254049,0.223858682,842.0263949,0.433409808,0,56
53,85512,628,Employed,Associate,30,20367,48,Single,1,Own,338,0.218746725,3,2,0.314813123,0,Auto,0,30,8,2369,1188,149155,52247,7126,0.909841054,8,96908,0.201367,0.182711544,601.1702804,0.131794875,1,39.2
51,16619,617,Employed,HighSchool,29,22186,48,Widowed,5,Rent,236,0.281497311,5,2,0.092377568,0,Home,0,23,20,10910,2098,54770,43575,1384.916667,0.784347586,3,11195,0.208686,0.215927232,694.0975599,0.671590993,0,49
47,30548,490,Employed,HighSchool,25,22280,84,Married,0,Own,920,0.021919536,1,1,0.21219409,0,Other,0,28,26,1701,2417,21711,29011,2545.666667,0.711992803,2,6851,0.30228,0.31156232,654.4659853,0.618488668,0,52
36,108416,604,Unemployed,HighSchool,9,60460,72,Married,0,Own,292,0.344963715,2,1,0.183829016,0,DebtConsolidation,0,22,25,48211,772,67394,5965,9034.666667,0.871532212,3,61429,0.27346,0.22769426,1546.860574,0.203533859,0,47
49,56255,571,Employed,Associate,28,14526,24,Married,0,Rent,573,0.098599267,3,0,0.009300333,0,Auto,0,19,4,23933,658,366111,44654,4687.916667,0.749845763,3,321457,0.204026,0.206903761,744.220698,0.280982106,1,36.8
30,35795,510,Employed,Master,6,18086,36,Married,2,Rent,239,0.096626748,6,0,0.404420977,0,DebtConsolidation,0,22,15,1038,4134,165933,34105,2982.916667,0.811141876,4,131828,0.248086,0.246407452,715.6642372,0.320043885,0,52
37,20882,566,Employed,HighSchool,14,23838,48,Divorced,2,Mortgage,671,0.127837931,3,2,0.245815681,0,Home,0,24,25,2011,536,144098,56021,1740.166667,0.784486939,7,88077,0.235838,0.218396123,748.9677588,0.815995264,0,51
34,21573,522,Employed,Bachelor,12,12419,48,Divorced,0,Other,194,0.432945635,4,1,0.408702448,0,Education,0,28,15,2935,229,51753,3910,1797.75,0.920186293,7,47843,0.246419,0.231705596,399.2086432,0.329972823,0,59
40,86157,535,Employed,Bachelor,15,16775,36,Married,2,Mortgage,370,0.280124462,2,1,0.329415035,0,Auto,0,26,12,3368,4485,106697,33353,7179.75,0.852649404,5,73344,0.234275,0.238419356,656.7397067,0.143004938,1,40.8
67,29708,626,Unemployed,HighSchool,42,44904,108,Divorced,1,Rent,631,0.38950911,6,0,0.139038395,0,DebtConsolidation,0,16,11,1303,5039,98472,15326,2475.666667,0.751187249,8,83146,0.276904,0.331045567,1307.98557,0.783217545,0,50
18,77920,578,Employed,Bachelor,0,20677,36,Divorced,2,Rent,1093,0.279277903,1,0,0.479770576,0,DebtConsolidation,0,26,20,6127,2578,36486,94587,6493.333333,0.853444466,4,5109,0.216677,0.234137448,804.8666365,0.292279256,0,56
48,35187,574,Employed,Bachelor,24,82538,48,Married,1,Mortgage,572,0.040110544,2,2,0.210034661,0,Auto,1,25,9,7826,502,24320,13229,2932.25,0.715870672,4,11091,0.290538,0.288651602,2917.633022,1.190087142,0,59
20,53299,544,SelfEmployed,Bachelor,0,36261,36,Divorced,0,Mortgage,630,0.118683857,0,2,0.457003658,0,Home,0,25,24,3678,1968,175920,10093,4441.583333,0.791706164,3,165827,0.249261,0.281908423,1503.626162,0.480375128,0,54
34,54605,614,Employed,Master,11,12604,24,Single,1,Rent,462,0.545737674,6,1,0.22709889,0,DebtConsolidation,0,30,18,5395,399,13039,59277,4550.416667,0.839421547,4,3640,0.180604,0.157229046,615.4635941,0.236783502,1,40
